Model,Item,Make,Description,UPC,MAP,Sheet,MP Qty,MP Weight,MP Length,MP Width,MP Height,Unit Weight,Unit Length,Unit Width,Unit Height
P32X12,P3-2X12,ROCKFORD,"Dual 12"" ported loaded enclosure, 1200 watts RMS, 
1Ω final, H 15.12” x W 33.9” x D 16.4”",780687333003,$789.99,$531.00, 1 , 85.0 , 40.0 , 22.0 , 22.0 , 85.0 , 40.0 , 22.0 , 22.0 
P3S1X10,P3S-1X10,ROCKFORD,"10"" sealed slim loaded enclosure, 300 watts RMS, 
1Ω final, H 13.5” x W 19.0” x Dtop 3.3” x Dbot 5.3”",780687333010,$369.99,$219.00, 1 , 21.8 , 22.0 , 8.5 , 16.8 , 21.8 , 22.0 , 8.5 , 16.8 
P3S1X12,P3S-1X12,ROCKFORD,"12"" sealed slim loaded enclosure, 400 watts RMS, 
1Ω final, H 13.5” x W 27.4” x Dtop 3.3” x Dbot 5.3”",780687333027,$409.99,$260.00, 1 , 26.4 , 30.0 , 8.5 , 16.8 , 26.4 , 30.0 , 8.5 , 16.8 
P21X12,P2-1X12,ROCKFORD,"12"" ported loaded enclosure, 400 watts RMS, 
1Ω final, H 15.1” x W 19.1” x D 16.4”",780687332952,$349.99,$221.00, 1 , 49.0 , 24.8 , 21.5 , 22.5 , 49.0 , 24.8 , 21.5 , 22.5 
P22X12,P2-2X12,ROCKFORD,"Dual 12"" ported loaded enclosure, 800 watts RMS, 
1Ω final, H 15.1” x W 33.9” x D 16.4”",780687332969,$599.99,$399.00, 1 , 76.0 , 39.8 , 21.8 , 22.3 , 76.0 , 39.8 , 21.8 , 22.3 
P11X10,P1-1X10,ROCKFORD,"10"" ported loaded enclosure, 250 watts RMS, 
4Ω final, H 13.1” x W 17” x D 15.8”",780687332891,$259.99,$159.00, 1 , 37.8 , 22.8 , 20.5 , 20.3 , 37.8 , 22.8 , 20.5 , 20.3 
P12X10,P1-2X10,ROCKFORD,"Dual 10"" ported loaded enclosure, 500 watts RMS, 
2Ω final, H 13.1” x W 31.1” x D 15.8”",780687332907,$459.99,$282.00, 1 , 59.8 , 37.0 , 21.0 , 20.5 , 59.8 , 37.0 , 21.0 , 20.5 
P11X12,P1-1X12,ROCKFORD,"12"" ported loaded enclosure, 250 watts RMS, 
4Ω final, H 15.1” x W 19.1” x D 16.4”",780687332914,$289.99,$177.00, 1 , 45.2 , 24.8 , 21.5 , 22.3 , 45.2 , 24.8 , 21.5 , 22.3 
P12X12,P1-2X12,ROCKFORD,"Dual 12"" ported loaded enclosure, 500 watts RMS, 
2Ω final, H 15.1” x W 33.9” x D 16.4”",780687332921,$489.99,$309.00, 1 , 68.0 , 39.8 , 22.0 , 22.3 , 68.0 , 39.8 , 22.0 , 22.3 
R22X10,R2-2X10,ROCKFORD,"Dual 10"" sealed loaded enclosure, 500 watts RMS, 1000 watts peak, 2Ω final, H 12.2” x W 30.1” x L 12.1”",780687360245,$339.99,$208.00, 1 , 40.8 , 34.5 , 16.5 , 16.0 , 40.8 , 34.5 , 16.5 , 16.0 
R22X12,R2-2X12,ROCKFORD,"Dual 12"" sealed loaded enclosure, 500 watts RMS, 1000 watts peak, 2Ω final, H 14.4” x W 34.0” x L 12.5”",780687360252,$369.99,$232.00, 1 , 46.8 , 39.0 , 16.5 , 18.3 , 46.8 , 39.0 , 16.5 , 18.3 
R2S1X10,R2S-1X10,ROCKFORD,"10"" sealed slim loaded enclosure, 200 watts RMS, 
2Ω final, H 13.5” x W 19.0” x Dtop 3.3” x Dbot 5.3”",780687340667,$239.99,$149.00, 1 , 20.2 , 22.5 , 8.0 , 16.5 , 20.2 , 22.5 , 8.0 , 16.5 
R2S1X12,R2S-1X12,ROCKFORD,"12"" sealed slim loaded enclosure, 250 watts RMS, 
2Ω final, H 13.5” x W  27.4” x Dtop 3.3” x Dbot 5.3”",780687340674,$259.99,$166.00, 1 , 24.4 , 31.0 , 8.0 , 16.5 , 24.4 , 31.0 , 8.0 , 16.5 
T4652S,T4652-S,ROCKFORD,"6.5” 2-way system 
150 watts RMS, 300 watts peak, grilles included",780687343811,"$1,399.99",$785.00, 1 , 12.2 , 26.8 , 14.8 , 6.5 , 12.2 , 26.8 , 14.8 , 6.5 
T3652S,T3652-S,ROCKFORD,"6.5” 2-way system
125 watts RMS, 250 watts peak, grilles included",780687330002,"$1,299.99",$627.00, 1 , 11.2 , 26.3 , 14.5 , 6.5 , 11.2 , 26.3 , 14.5 , 6.5 
T2652S,T2652-S,ROCKFORD,"6.5” 2-way system
100 watts RMS, 200 watts peak, grilles included",780687329235,$449.99,$180.00, 4 , 44.8 , 31.5 , 16.5 , 9.0 , 11.2 , 16.0 , 8.0 , 8.0 
T2TS,T2T-S,ROCKFORD,"1” tweeter kit 
75 watts RMS, 150 watts peak",780687329242,$289.99,$116.00, 6 , 10.4 , 15.8 , 11.0 , 6.8 , 1.7 , 10.0 , 6.0 , 3.0 
T1650S,T1650-S,ROCKFORD,"6.5” 2-way system
80 watts RMS, 160 watts peak, grilles included",780687345327,$379.99,$152.00, 4 , 42.0 , 31.8 , 16.5 , 9.0 , 10.5 , 16.0 , 8.0 , 8.0 
T1675S,T1675-S,ROCKFORD,"6.75” 2-way system
100 watts RMS, 200 watts peak, grilles included",780687341138,$359.99,$144.00, 4 , 43.0 , 31.5 , 16.5 , 9.0 , 10.8 , 16.5 , 7.9 , 9.0 
T1TS,T1T-S,ROCKFORD,"1” tweeter kit
75 watts RMS, 150 peak",780687329211,$229.99,$92.00, 6 , 10.2 , 15.8 , 10.8 , 6.5 , 1.7 , 10.0 , 6.0 , 2.5 
T152,T152,ROCKFORD,"5.25” full range coaxial
60 watts RMS, 120 watts peak, grilles included",780687329112,$219.99,$88.00, 6 , 38.4 , 27.5 , 15.8 , 9.0 , 6.4 , 15.0 , 8.0 , 4.5 
T16,T16,ROCKFORD,"6” full range coaxial
70 watts RMS, 140 watts peak, grilles included",780687340377,$219.99,$88.00, 6 , 39.0 , 28.3 , 16.3 , 9.5 , 6.5 , 16.0 , 8.3 , 4.5 
T1650,T1650,ROCKFORD,"6.5” full range coaxial
75 watts RMS, 150 watts peak, grilles included",780687345310,$219.99,$88.00, 4 , 32.8 , 19.0 , 17.0 , 9.0 , 8.2 , 16.0 , 8.0 , 4.5 
T1675,T1675,ROCKFORD,"6.75” full range coaxial
75 watts RMS, 150 watts peak, grilles included",780687340490,$219.99,$88.00, 6 , 51.8 , 32.8 , 16.5 , 9.3 , 8.6 , 16.0 , 8.0 , 5.5 
T1462,T1462,ROCKFORD,"4x6” full range coaxial
45 watts RMS, 90 watts peak",780687329143,$219.99,$88.00, 6 , 26.8 , 27.5 , 11.0 , 8.5 , 4.5 , 10.5 , 8.0 , 4.5 
T1682,T1682,ROCKFORD,"6x8” full range coaxial
80 watts RMS, 160 watts peak",780687329167,$239.99,$96.00, 4 , 31.4 , 19.8 , 15.0 , 10.3 , 7.9 , 14.5 , 9.0 , 5.0 
T1692,T1692,ROCKFORD,"6x9” full range coaxial
100 watts RMS, 200 watts peak, grilles included",780687329174,$289.99,$116.00, 4 , 54.4 , 23.0 , 17.8 , 12.5 , 13.6 , 17.5 , 12.0 , 5.5 
T1693,T1693,ROCKFORD,"6x9” full range 3-way
100 watts RMS, 200 watts peak, grilles included",780687329181,$299.99,$120.00, 4 , 53.6 , 23.0 , 18.0 , 13.0 , 13.4 , 17.5 , 11.5 , 0.6 
P3V225,P3V2-25,ROCKFORD,"6.5"" 3-way speaker kit with 3-way external crossover
75 watts RMS, 150 watts peak",780687367299,$249.99,$100.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P3V265,P3V2-65,ROCKFORD,"6x9"" 3-way speaker kit with 3-way external crossover
75 watts RMS, 150 watts peak",780687367305,$629.99,$252.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P3V269,P3V2-69,ROCKFORD,"6x9"" 3-way coaxial speaker kit with 2-way external crossover
75 watts RMS, 150 watts peak",780687367312,$629.99,$260.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P3V269C2,P3V2-69C2,ROCKFORD,"6x9"" 3-way coaxial speaker kit with 2-way external crossover
75 watts RMS, 150 watts peak",780687367282,$529.99,$212.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P3V269C3,P3V2-69C3,ROCKFORD,"2.5"" speakers with external crossover
75 watts RMS, 150 watts peak",780687367275,$529.99,$212.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P2V265HO,P2V2-65HO,ROCKFORD,"6.5"" 2-way convertible with internal/external crossover
75 watts RMS, 150 watts peak, 2ohm",780687371111,$429.99,$172.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P2V268HO,P2V2-68HO,ROCKFORD,"6x8"" 2-way convertible with internal/external crossover
75 watts RMS, 150 watts peak, 2ohm",780687371098,$429.99,$172.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P2V269HO,P2V2-69HO,ROCKFORD,"6x9"" 2-way convertible with internal/external crossover
75 watts RMS, 150 watts peak, 2ohm",780687371104,$459.99,$184.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P2V265,P2V2-65,ROCKFORD,"6.5"" 2-way convertible with internal/external crossover
75 watts RMS, 150 watts peak",780687371128,$419.99,$168.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P2V2675,P2V2-675,ROCKFORD,"6.75"" 2-way convertible with internal/external crossover
75 watts RMS, 150 watts peak",780687371135,$419.99,$168.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P2V268,P2V2-68,ROCKFORD,"6x8"" 2-way convertible with internal/external crossover
75 watts RMS, 150 watts peak",780687371142,$419.99,$168.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P2V269,P2V2-69,ROCKFORD,"6x9"" 2-way convertible with internal/external crossover
75 watts RMS, 150 watts peak",780687371159,$459.99,$184.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P2V2TS,P2V2-TS,ROCKFORD,"3/4"" tweeter kit with external crossover
75 watts RMS, 150 watts peak",780687371166,$279.99,$112.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P1V225,P1V2-25,ROCKFORD,"2.5"" 3-way coaxial with internal crossover 
75 watts RMS, 150 watts peak",780687371005,$179.99,$72.00, -   , -   , -   , -   , -   , -   , -   , -   , -   
P1V23,P1V2-3,ROCKFORD,"3.5"" 3-way coaxial with internal crossover 
75 watts RMS, 150 watts peak",780687370893,$179.99,$72.00, 6 , -   , 26.2 , 11.8 , 7.1 , -   , -   , -   , -   
P1V24,P1V2-4,ROCKFORD,"4"" 3-way coaxial with internal crossover 
75 watts RMS, 150 watts peak",780687370909,$179.99,$72.00, 6 , -   , 26.2 , 11.8 , 7.1 , -   , -   , -   , -   
P1V246,P1V2-46,ROCKFORD,"4x6"" 3-way coaxial with internal crossover 
75 watts RMS, 150 watts peak",780687370916,$179.99,$72.00, 6 , -   , 22.2 , 11.8 , 9.1 , -   , -   , -   , -   
